ref_id,work_id,ref_index,ref_title,ref_authors,ref_year,ref_doi,ref_type,ref_script,ref_lang_cld3,ref_quality
348_a14,348,14,"We hear a great deal about the difficulty of getting certain kinds of scholarship published, notably printed monographs. Yet in other respects academic work is becoming more readily available to a large public, reversing the trend of the period from the 1970s through the 1990s when there was a contraction of availability. It’s not just that scholars, like many other people, can now publish on the web; it's that web publications of current and back issues of journals can have the side effect of exposing scholarship to people in other fields who wouldn't have thought of consulting them, and it happens whether the authors of the scholarship thought they were doing Web publishing or not",NA,NA,NA,NA,Latin,en,anystyle
348_a15,348,15,"JSTOR is one example of this, as it seeks to cover a broad range of fields and makes it a simple matter to decide that you’ll look for your topic in political-science journals as well as the literary-studies journals you really expect to have what you want. But many online journal organizations are similar: in this field you usually see an organization doing either one journal or dozens",NA,NA,NA,article-journal,Latin,en,anystyle
348_a16,348,16,Web effect—if it’s quick and simple to take a look at something you may well do so,NA,NA,NA,NA,Latin,en,anystyle
348_a17,348,17,"These are journal systems that cater to academic audiences; but there is already some overlap with wider audiences, who sometimes have access to such systems and who constitute another market for the future. And from the point of view of any individual field most of the academic world is a popular audience, of people who do not know a particular field's history and practices",NA,NA,NA,NA,Latin,en,anystyle
348_a18,348,18,"One of the many effects of the rise of the Web, then, is that our academic writing is likely to be encountered by people in distant fields, or perhaps not even in academic life. They may take an interest in our subjects matter without knowing the history or conventions of our fields; they may find the presentation offputting or puzzling",NA,NA,NA,NA,Latin,en,anystyle
348_a19,348,19,"One response to this situation is to change nothing. This is the arXiv.org approach: this very large online collection of preprints of scientific papers adapts an existing practice in scientific communication to the new medium, and does it well; but without changing the nature of scientific writing and without changing the audience for it. (See Kling et al for some astute discussion of this system and some other models for academic publishing that aren’t journal-oriented.) The papers on a topic such as astrophysics are no more comprehensible by those outside the field than the usual run of published papers, and indeed these are mostly papers that will shortly be published in the usual journals. And it works: many people use it and it serves its purpose within the field, though it doesn't make any effort to help other audiences understand the work",NA,NA,NA,NA,Latin,en,anystyle
348_a20,348,20,"We could adopt such an approach, but scholars in the humanities will find it harder to do, because outsiders to most humanities fields still assume that the literature is (or ought to be) comprehensible to them: that academic writing about astrophysics needn’t make any sense to outsiders but academic writing about history or literature should",NA,NA,NA,NA,Latin,en,anystyle
348_a21,348,21,"We should also think about whether it’s in our interest to repel people interested in our work. There is an ethical argument against such a practice: in the end our work is financed by the general public and it ought to be available to them. And there is a strategic argument: we might see more funding for our work if it was more visible; if our work is likely to be more visible anyway, then seeking to make effective presentations of our work for this larger audience would be wise, as a way of inviting interest and sympathy rather than hostility",NA,NA,NA,NA,Latin,en,anystyle
348_a22,348,22,"Discussions of problems that outsiders have in reading academic writing tend to focus on jargon, but such discussions tend to be superficial; as in learning entirely foreign languages, acquisition of a particular critical language involves gaining an understanding of suggestions and implications in words that are not easily encapsulated in definitions",NA,NA,NA,NA,Latin,en,anystyle
348_a23,348,23,"Japan and China he warned his students away from his famous book “Seven Types of Ambiguity”, because without a native understanding of the language it was misleading: his approach was not based on tracking down every possible ambiguity, but only those that had some relevance in context (xii). It’s characteristic of language use within a subculture that a lot is going on that the outsider just can’t see",NA,NA,NA,NA,Latin,en,anystyle
348_a24,348,24,"It is easy but ineffective to suggest that scholars should simply write with an eye to a larger audience; it can diminish the effectiveness of a contribution for its scholarly audience (by diluting its originality through the need to take up space explaining familiar things) and it is a difficult task to state the general principles underlying one’s practice. We may see some movement in this direction, but it will be the aspect of scholarly writing that will be the slowest to change",NA,NA,NA,NA,Latin,en,anystyle
348_a25,348,25,"But change in other aspects of the publication of scholarly work are more open to change, in part because they’re changing already in the electronic world. We know that some conventional framing devices that are part of the meaning of print publications are not readily interpreted by outsiders: such as the authority of particular journals. But that kind of framing device is already attenuated by electronic publication in many cases: the visual effect of a particular journal’s typography is lost in many journals that are published online in HTML conversions, for example, and there is much more of an impetus to focus on individual articles rather than on whole numbers of a journal. Many influential journals in the humanities have had quite specific agendas, but it is comparatively rare for such agendas to be spelled out with any frequency; there is a strong incentive for electronic journals to move in that direction, though, to counteract the leveling tendency of the medium, and greater explicitness about aims helps neophytes",NA,NA,NA,NA,Latin,en,anystyle
348_a26,348,26,"When the electronic journal is encountered as part of a huge collection of journals, rather than as something with a slant and subject matter that matter for a particular subfield, there is a strong impetus to be explicit not just about overall aims but about individual offerings. Humanities journals have mostly not included abstracts of articles or systematic cross-references to related articles, but we can expect to see more of these because they are the kind of feature that make it clearer what one journal has to offer that’s different from what many other equally accessible journals have",NA,NA,NA,NA,Latin,en,anystyle
348_a27,348,27,"We are starting to see the effects of large-scale electronic publication, and while these may not be as utopian as commonly predicted a decade ago, we can see ways in which they are making life better: not only providing richer resources for scholarly work, but also tending to encourage wider access to the fruits of scholarship and more mixing of the disciplines",NA,NA,NA,NA,Latin,en,anystyle
350_a1,350,1,The Cambridge History of the Bible vol. 2: The West from the Fathers to the Reformation,NA,NA,NA,NA,Latin,en,anystyle
350_a2,350,2,Biblioteca Bíblica Ibérica Medieval,NA,1986,NA,NA,Latin,NA,anystyle
350_a3,350,3,La Biblia en la Península Ibérica durante la edad media (siglos XII-XV): el texto y su interpretación,Reinhardt,2001,NA,NA,Latin,es,anystyle
351_a1,351,1,Tyneside syntax: A presentation of some data from the Tyneside Linguistic Survey’,Jones,1985,NA,chapter,Latin,en,anystyle
351_a2,351,2,Sociolinguistic Patterns,Labov,1972,NA,book,Latin,NA,anystyle
351_a3,351,3,Towards a phonology of conversation turn-taking in,Local; Kelly; Wells,1986,NA,NA,Latin,en,anystyle
351_a4,351,4,Tyneside’,NA,NA,NA,article-journal,Latin,NA,anystyle
351_a5,351,5,Phonological Variation and Change in Contemporary Spoken,Milroy; Milroy; Docherty,1997,NA,NA,Latin,en,anystyle
351_a6,351,6,Unpublished Final Report to the UK ESRC,English,NA,NA,NA,Latin,en,anystyle
351_a7,351,7,A dynamic modelling of linguistic variation: the urban (Tyneside) linguistic survey’,Pellowe,1972,NA,NA,Latin,en,anystyle
351_a8,351,8,On intonational variety in Tyneside speech’,Pellowe; Jones,1978,NA,NA,Latin,fi,anystyle
351_a9,351,9,"Sociolinguistic Patterns of British English, pp.101–121",NA,NA,NA,book,Latin,NA,anystyle
351_a10,351,10,The Tyneside Linguistic Survey’,Strang,1968,NA,article-journal,Latin,NA,anystyle
360_a1,360,1,'Comparing the present with the past to predict the future for Tyneside British English',Beal; Corrigan,2000,NA,article-journal,Latin,en,anystyle
360_a2,360,2,'A time-capsule for future generations: The Newcastle-Poitiers Electronic Corpus of Tyneside English',Beal; Corrigan,2000 2000-04-27,NA,paper-conference,Latin,en,anystyle
360_a3,360,3,'New Ways of Capturing the 'Kodak moment': Real-time vs,Beal; Corrigan,2000 2000,NA,chapter,Latin,en,anystyle
360_a4,360,4,'Relativization in Tyneside and Northumbrian English',Beal; Corrigan,2002,NA,chapter,Latin,en,anystyle
360_a5,360,5,Phonological Variation and Change in Contemporary Spoken British English,Milroy,1997,NA,book,Latin,en,anystyle
360_a6,360,6,'A dynamic modelling of linguistic variation: the urban (Tyneside) linguistic survey',Pellowe,1972,NA,article-journal,Latin,en,anystyle
360_a7,360,7,'The Tyneside Linguistic Survey',Strang,1968,NA,article-journal,Latin,NA,anystyle
362_a1,362,1,An Audio Front End for Query-by-Humming Systems,Haus; Pollastri,2001,NA,paper-conference,Latin,en,anystyle
362_a2,362,2,MUSART: Music Retrieval Via Aural Queries,Birmingham; Dannenberg; Wakefield; Bartsch; Bykowski; Mazzoni; Meek; Mellody; Rand,2001,NA,paper-conference,Latin,gd,anystyle
362_a3,362,3,A Comparative and Fault-tolerance Study of the Use of N-grams with Polyphonic Music,Doraisamy; Rüger,2002,NA,paper-conference,Latin,en,anystyle
362_a4,362,4,A Comparison of Language Modeling and Probabilistic Text Information Retrieval Approaches to Monophonic Music Retrieval,Pickens,2000,NA,paper-conference,Latin,en,anystyle
362_a5,362,5,A Highly Robust Audio Fingerprinting System,Haitsma; Kalker,2002,NA,paper-conference,Latin,en,anystyle
362_a6,362,6,Music Information Retrieval,Downie,2003,NA,article-journal,Latin,NA,anystyle
362_a7,362,7,PATS: Realization and User Evaluation of an Automatic Playlist Generator,Pauws; Eggen,2002,NA,paper-conference,Latin,en,anystyle
362_a8,362,8,Content-Based Playlist Generation: Exploratory Experiments,Logan,2002,NA,paper-conference,Latin,NA,anystyle
362_a9,362,9,The JRing System for Computer-Assisted Musicological Analysis,Kornstädt,2001,NA,paper-conference,Latin,en,anystyle
362_a10,362,10,Figured Bass and Tonality Recognition,Barthélemy; Bonardi,2001,NA,paper-conference,Latin,en,anystyle
362_a11,362,11,Problems of Music Information Retrieval in the Real World,Byrd; Crawford,2002,NA,article-journal,Latin,en,anystyle
362_a12,362,12,Interdisciplinary Communities and Research Issues in Music Information Retrieval,Futrelle; Downie,2002,NA,paper-conference,Latin,en,anystyle
362_a13,362,13,Music GRID: A Collaborative Virtual Organization for Music Information Retrieval Collaboration and Evaluation,Dovey,2002,NA,chapter,Latin,NA,anystyle
363_a1,363,1,An Audio Front End for Query-by-Humming Systems,Haus; Pollastri,2001,NA,paper-conference,Latin,en,anystyle
363_a2,363,2,MUSART: Music Retrieval Via Aural Queries,Birmingham; Dannenberg; Wakefield; Bartsch; Bykowski; Mazzoni; Meek; Mellody; Rand,2001,NA,paper-conference,Latin,gd,anystyle
363_a3,363,3,A Comparative and Fault-tolerance Study of the Use of N-grams with Polyphonic Music,Doraisamy; Rüger,2002,NA,paper-conference,Latin,en,anystyle
363_a4,363,4,A Comparison of Language Modeling and Probabilistic Text Information Retrieval Approaches to Monophonic Music Retrieval,Pickens,2000,NA,paper-conference,Latin,en,anystyle
363_a5,363,5,A Highly Robust Audio Fingerprinting System,Haitsma; Kalker,2002,NA,paper-conference,Latin,en,anystyle
363_a6,363,6,Music Information Retrieval,Downie,2003,NA,article-journal,Latin,NA,anystyle
363_a7,363,7,PATS: Realization and User Evaluation of an Automatic Playlist Generator,Pauws; Eggen,2002,NA,paper-conference,Latin,en,anystyle
363_a8,363,8,Content-Based Playlist Generation: Exploratory Experiments,Logan,2002,NA,paper-conference,Latin,NA,anystyle
363_a9,363,9,The JRing System for Computer-Assisted Musicological Analysis,Kornstädt,2001,NA,paper-conference,Latin,en,anystyle
363_a10,363,10,Figured Bass and Tonality Recognition,Barthélemy; Bonardi,2001,NA,paper-conference,Latin,en,anystyle
363_a11,363,11,Problems of Music Information Retrieval in the Real World,Byrd; Crawford,2002,NA,article-journal,Latin,en,anystyle
363_a12,363,12,Interdisciplinary Communities and Research Issues in Music Information Retrieval,Futrelle; Downie,2002,NA,paper-conference,Latin,en,anystyle
363_a13,363,13,"The Pragmatics of Information Retrieval Experimentation, Revisited",Tague-Sutcliffe,1992,NA,article-journal,Latin,NA,anystyle
363_a14,363,14,User Studies: A First Step in Designing an MIR Testbed,Cunningham,2002,NA,chapter,Latin,en,anystyle
363_a15,363,15,Asking 'Why' Questions in the Reference Interview: A Theoretical Justification,Dewdney; Michell,1997,NA,article-journal,Latin,en,anystyle
363_a16,363,16,The Reference Interview,Smith,2001,NA,chapter,Latin,en,anystyle
363_a17,363,17,Whither Music IR Evaluation Infrastructure: Lessons to be Learned from TREC,Voorhees,2002,NA,chapter,Latin,en,anystyle
363_a18,363,18,Music GRID: A Collaborative Virtual Organization for Music Information Retrieval Collaboration and Evaluation,Dovey,2002,NA,chapter,Latin,NA,anystyle
366_a1,366,1,ELDIT - A Prototype of an Innovative Dictionary,Abel; Weber,2000,NA,paper-conference,Latin,en,anystyle
366_a2,366,2,A Data Model and its Implementation for a Web-Based Language Learning System,Gamper; Knapp,2002,NA,paper-conference,Latin,en,anystyle
366_a3,366,3,A review of intelligent CALL systems,Gamper; Knapp,2002 2002-10,NA,article-journal,Latin,en,anystyle
366_a4,366,4,"The Finite-State Automata's Design Patterns, WIA'98, Third International Workshop on Implementing Automata",Pedrazzini,1999 1998-09,NA,chapter,Latin,en,anystyle
366_a5,366,5,"The Jacaranda Framework, available at 'Reusable Dictionaries for NLP: The Word Manager Approach'",Pedrazzini; Hacken; Domenig,2000 1996,NA,article-journal,Latin,en,anystyle
371_a1,371,1,What do you lose when you lose your language?,Fishman,1996,NA,chapter,Latin,en,anystyle
371_a2,371,2,Status of native American language endangerment Stabilizing indigenous languages. Flagstaff: A Center for excellence in eduaction monograph,Krauss,1996,NA,book,Latin,en,anystyle
371_a3,371,3,Introduction,Ghadessy; Henry; Roseberry,NA,NA,chapter,Latin,en,anystyle
371_a4,371,4,The use of spoken and written corpora in the teaching of language and linguistics,Knowles,1990,NA,article-journal,Latin,en,anystyle
373_a1,373,1,"Using Hypertext to Study and Reason About Historical Evidence""",Britt; Charles A. Perfetti,1996,NA,book,Latin,en,anystyle
373_a2,373,2,Sem: Holocaust und Literatur. Essay,NA,1997,NA,book,Latin,NA,anystyle
373_a3,373,3,Oskar Rosenfeld und Oskar Singer - zwei Autoren des Lodzer Gettos,Feuchert,NA,NA,chapter,Latin,lb,anystyle
373_a4,373,4,Typoskript im Staatsarchiv Lodz,NA,NA,NA,chapter,Latin,NA,anystyle
373_a5,373,5,Hypertext 2.0. The Convergence of Contemporary Critical Theory and Technology,Landow,1997,NA,chapter,Latin,en,anystyle
373_a6,373,6,"Scholarly Annotation, and the Electronic Edition",Landow,1996,NA,NA,Latin,en,anystyle
373_a7,373,7,"Paul: Imagination, Testimony and Trust. A dialogue with Paul Ricoeur",NA,1999,NA,chapter,Latin,en,anystyle
373_a8,373,8,Literarische Reaktionen auf den Holocaust,Rosenfeld; Schweigen,2000,NA,book,Latin,de,anystyle
373_a9,373,9,Studien zur Lagerliteratur,Taterka; Deutsch,1999,NA,NA,Latin,de,anystyle
373_a10,373,10,"Hypertext und Hypermedia: Konzeption, Lernmöglichkeiten, Lernprobleme""",Tergan,1997,NA,chapter,Latin,de,anystyle
373_a11,373,11,Beschreiben des Holocaust. Darstellung und Folgen der Interpretation,Young,1992,NA,book,Latin,de,anystyle
375_a1,375,1,"- ""The Tycho Brahe Corpus and the basis for an automated parser for Portuguese data""",BRITTO,2002,NA,NA,Latin,en,anystyle
375_a2,375,2,- Morphological annotation system for automatic tagging of electronic textual corpora: from English to Romance languages,NA,1999,NA,paper-conference,Latin,en,anystyle
375_a3,375,3,- XSL Transformations (XSLT) Version 1.0 - W3C Recommendation,CLARK,1999,NA,NA,Latin,NA,anystyle
375_a4,375,4,"Dublin Core Metadata Element Set, Version 1.1: Reference Description",NA,2003,NA,NA,Latin,fr,anystyle
375_a5,375,5,- Tagging a morphologically rich language,FINGER,1998,NA,NA,Latin,en,anystyle
